0.3139034 0.3155112 0.08904087 0.725643 0.4857161
0.4668982 0.5086118 0.301663 0.3058005 0.1871068
0.3498027 0.4623593 0.4350975 0.3669955 0.2000787
0.470953 0.5137494 0.26116 0.3832375 0.4409606
0.567497 0.1520251 0.4719662 0.3982578 0.1219245
0.5733603 0.2931901 0.5750876 0.3923992 0.4573858
0.3012541 0.2092805 0.3636484 0.5914211 0.6333954
0.2840825 0.3927646 0.3018241 0.1427156 0.1931507
0.4175681 0.6560084 0.4227222 0.04963542 0.4525974
0.3872229 0.3072603 0.1368259 0.1623629 0.2695579
0.3737458 0.6824817 0.3223369 0.3415788 0.2135245
0.5537083 0.5184458 0.3387703 0.2490162 0.392369
0.7192056 0.4771923 0.6774423 0.525048 0.3932498
0.6483961 0.3043128 0.3566693 0.3600648 0.5367246
0.4181893 0.4344289 0.5052953 0.4219462 0.1636675
0.1292252 0.2779988 0.3216557 0.4617328 0.2538279
0.2241978 0.1546327 0.1214397 0.282683 0.1634334
0.4507038 0.4998449 0.3656242 0.3624591 0.3485191
0.4371673 0.3406566 0.2800167 0.1897783 0.2810271
0.5109204 0.4671888 0.3232607 0.427327 0.1501158
0.1926561 0.5434026 0.4548119 0.2363735 0.3957771
0.3343528 0.2967781 0.4190741 0.3189271 0.6512546
0.423517 0.1625158 0.6787692 0.1692632 0.1299458
0.4843903 0.7235834 0.4433809 0.4336109 0.2563716
0.5095276 0.3210326 0.2172696 0.198703 0.2831752
0.1689674 0.5656528 0.4125219 0.3011833 0.2050514
0.2053346 0.3637636 0.3611408 0.2276308 0.3959556
0.3444745 0.3161496 0.2965098 0.209091 0.4129444
0.6855839 0.2689611 0.4364113 0.3860383 0.409174
0.4725163 0.1525421 0.2747157 0.3184212 0.1328453
0.1727185 0.2385212 0.2857844 0.4069365 0.8083479
0.1822336 0.2299063 0.2796716 0.277266 0.03734184
0.1831692 0.3836529 0.0631773 0.1448742 0.503199
0.2396916 0.2748963 0.4516478 0.2452763 0.4365045
0.2668868 0.232154 0.4340992 0.1760439 0.4028504
0.3149941 0.4534236 0.2317022 0.456818 0.3430233
0.3971981 0.3959745 0.3148556 0.2419143 0.5661399
0.3136 0.2500929 0.2324588 0.1852304 0.1825039
0.3954326 0.2787327 0.3091287 0.3928547 0.3483379
0.257767 0.5078298 0.3637762 0.3031773 0.4535748
0.08682638 0.2716459 0.4766657 0.6230519 0.2224338
0.235156 0.5082822 0.2994072 0.4224853 0.144073
0.3870217 0.3653147 0.4086094 0.3785702 0.2376228
0.3428032 0.2098881 0.2928954 0.4902154 0.3239918
0.4165139 0.3611637 0.08448498 0.2810746 0.3648596
0.3739038 0.4584237 0.2370826 0.50773 0.2054955
0.3625914 0.1675679 0.02201179 0.3269658 0.1742698
0.1560408 0.2423904 0.2558793 0.235029 0.3538994
0.1892008 0.3428618 0.3268875 0.3558906 0.2449298
0.4396562 0.3466759 0.3645297 0.2952631 0.6716831
0.2523705 0.4886292 0.1628037 0.3801275 0.4989753
0.2032146 0.35574 0.3932875 0.2481924 0.5257009
0.08740927 0.5485542 0.2020005 0.5052439 0.329722
0.6616314 0.3783926 0.1675512 0.2801243 0.5157011
0.4920249 0.2751526 0.3440483 0.2682427 0.3394807
0.3217714 0.2709402 0.4925534 0.2049299 0.2106072
0.0564899 0.5590646 0.4104401 0.3052704 0.2963048
0.2106606 0.1296781 0.07426905 0.1616281 0.2544782
0.2816037 0.3311503 0.340734 0.2752832 0.4379981
0.2686922 0.3217794 0.453364 0.2998935 0.2008506
0.2599598 0.2316322 0.3138734 0.5605111 0.3304202
0.4029717 0.3854386 0.5541532 0.3451037 0.4851194
0.3097948 0.536804 0.6348996 0.1997218 0.5326233
0.2573048 0.06783727 0.06950284 0.5411862 0.4727393
0.1923668 0.1125322 0.08157218 0.1400713 0.1742884
0.6807551 0.2810424 0.2549133 0.2351866 0.2911186
0.3427357 0.2674302 0.4917274 0.4260415 0.3460436
0.5113851 0.4338548 0.423047 0.4442195 0.3399392
0.3915788 0.2325148 0.3249582 0.2582724 0.1448269
0.1939384 0.5411901 0.3189273 0.3647255 0.1312699
0.1912831 0.4417466 0.6259716 0.3938004 0.3174265
0.3605284 0.2101477 0.553259 0.4280416 0.3657664
0.2897418 0.4400223 0.6338437 0.430147 0.36493
0.5265437 0.5793964 0.2629088 0.5003835 0.4948348
0.3501645 0.2424026 0.577636 0.218828 0.2737751
0.581857 0.1206227 0.1640134 0.1398671 0.4304661
0.3989766 0.3606498 0.08384748 0.2823797 0.2463791
0.4310702 0.4547071 0.1729718 0.2722199 0.281624
0.4956028 0.3657664 0.4812957 0.6641598 0.6097614
0.1957754 0.3239593 0.5759665 0.3855568 0.3416297
0.1721796 0.287515 0.3811787 0.4305599 0.3986345
0.5541636 0.4156476 0.3983656 0.2826631 0.5400891
0.3551247 0.4279856 0.5267435 0.5822498 0.5704423
0.2067517 0.4343392 0.4381187 0.1397703 0.2582737
0.5452057 0.167504 0.156961 0.5689829 0.3721983
0.4820787 0.2305034 0.2634508 0.185985 0.3534126
0.4546031 0.5236928 0.2649719 0.3965583 0.7818674
0.2010467 0.4758578 0.1066378 0.1658389 0.5762502
0.1499022 0.2221643 0.5545205 0.5415985 0.4901196
0.4868268 0.4541672 0.2999691 0.3534766 0.1166635
0.3419469 0.408221 0.4731848 0.4278545 0.4758891
0.3820329 0.2853851 0.8187941 0.2672607 0.1680373
0.2446272 0.2169013 0.2466871 0.2778491 0.5971679
0.2163074 0.298008 0.17905 0.09145803 0.2705192
0.4908447 0.215646 0.2697161 0.3679859 0.3434622
0.3459572 0.3917247 0.3316248 0.2372833 0.6655711
0.6767259 0.2385836 0.07851717 0.3245465 0.4524258
0.3430744 0.2070123 0.1575459 0.257813 0.4057773
0.1817947 0.4434819 0.3207553 0.2911916 0.1709218
0.1806915 0.4026794 0.4278326 0.254144 0.5270527
0.08128715 0.2523665 0.5322682 0.2024598 0.2833625
0.6030392 0.2124696 0.2774383 0.2860449 0.5332876
0.4850323 0.5118816 0.6993079 0.4833974 0.212941
0.5319954 0.1235909 0.292493 0.4072066 0.07595773
0.3155589 0.1827039 0.2189008 0.1695744 0.5187739
0.2274254 0.2226035 0.2595464 0.2752119 0.543463
0.3563744 0.6959232 0.5616964 0.2953867 0.5357626
0.08330069 0.5609994 0.3257536 0.2943883 0.1073275
0.5041072 0.3778607 0.5688475 0.180413 0.3021671
0.1762658 0.5488998 0.3995351 0.3509031 0.3640494
0.3301195 0.2572841 0.3380205 0.316867 0.4378143
0.2838296 0.4064213 0.4166243 0.5252776 0.1365705
0.2532267 0.4621498 0.4438379 0.3456895 0.2204846
0.2047135 0.3829688 0.09469521 0.1326051 0.3193223
0.1674679 0.2585122 0.682048 0.1385028 0.4268531
0.4169343 0.3069776 0.3201408 0.1250714 0.6481916
0.3104885 0.3320181 0.2266662 0.2541683 0.1021006
0.2929138 0.6432364 0.3302233 0.2273839 0.6494461
0.2812918 0.4600943 0.28438 0.3429536 0.2615382
0.2220767 0.1987048 0.3038414 0.4837507 0.2943368
0.4286142 0.06216284 0.3618129 0.3595877 0.2979249
0.7124089 0.112104 0.2772126 0.3581919 0.355106
0.4451653 0.4378945 0.1313728 0.3395732 0.2936017
0.5016956 0.1660441 0.4978054 0.5566431 0.06436412
0.3118492 0.5266057 0.4856648 0.5048999 0.028623
0.2879848 0.4785898 0.663558 0.648253 0.2952207
0.2347826 0.3219075 0.3709536 0.3230832 0.2207257
0.2352702 0.4708447 0.3898287 0.4634992 0.2582971
0.1987585 0.196182 0.210623 0.1063639 0.1681149
0.2080147 0.2050577 0.3673821 0.4327104 0.4113553
0.1574913 0.3294943 0.5151958 0.5388089 0.2927411
0.3912006 0.2485878 0.1840274 0.4474698 0.4234156
0.5224344 0.3403132 0.5514757 0.1577591 0.3155349
0.1991197 0.2368974 0.431838 0.5008419 0.1745849
0.5722079 0.4884587 0.2359995 0.3196694 0.5837317
0.4340115 0.1677631 0.2664237 0.102278 0.5459385
0.2521479 0.5342246 0.2232294 0.06764269 0.1653934
0.3344387 0.5003681 0.180896 0.4813872 0.3205814
0.2082811 0.4913714 0.3469038 0.6555826 0.1825442
0.2387046 0.5519457 0.2680292 0.3599258 0.4610447
0.2163003 0.2936178 0.199735 0.3483296 0.4718295
0.2054664 0.4299557 0.3272779 0.4123961 0.4376072
0.4550716 0.2340541 0.3144844 0.2331357 0.6059156
0.1531732 0.2586306 0.431049 0.4901643 0.2225543
0.2985934 0.21133 0.5258072 0.5395291 0.2982581
0.2358215 0.2125549 0.1458293 0.5291343 0.1054722
0.3388974 0.4096965 0.1830837 0.2865049 0.3001889
0.09860312 0.2918671 0.3379616 0.1268069 0.309311
0.2578966 0.3096051 0.2369651 0.436946 0.451277
0.604017 0.443745 0.5437977 0.1911961 0.4062732
0.4345331 0.2214734 0.3796927 0.3658498 0.4552089
0.3231222 0.2579541 0.1386915 0.07611429 0.3922123
0.2502923 0.3598202 0.4488964 0.3595013 0.3578251
0.3029086 0.3615989 0.1127477 0.3489563 0.2746613
0.1927794 0.1213736 0.4648896 0.2077481 0.4066452
0.4457435 0.2471435 0.1295382 0.3145169 0.409601
0.07277996 0.5002489 0.3643717 0.4086 0.2262055
